ticker,date,num_articles,avg_sentiment,total_sentiment,max_sentiment,min_sentiment,Close,return_prev_to_close,return_close_to_next
AAPL,2024-10-01,,,,,,224.9600067138672,,0.0022892930933429397
AAPL,2024-10-01,,,,,,225.47500610351562,0.0022892930933429397,-0.000718494551906951
AAPL,2024-10-01,,,,,,225.31300354003906,-0.000718494551906951,-0.0061381759708868545
AAPL,2024-10-01,,,,,,223.92999267578125,-0.0061381759708868545,0.0068325552097935355
AAPL,2024-10-01,,,,,,225.4600067138672,0.0068325552097935355,0.003060826637055981
AAPL,2024-10-01,,,,,,226.1501007080078,0.003060826637055981,0.0004859330085818252
AAPL,2024-10-01,,,,,,226.25999450683594,0.0004859330085818252,-0.0037125269967477454
AAPL,2024-10-02,,,,,,225.4199981689453,-0.0037125269967477454,0.0034824047044887253
AAPL,2024-10-02,,,,,,226.2050018310547,0.0034824047044887253,0.0033022878031344046
AAPL,2024-10-02,,,,,,226.95199584960938,0.0033022878031344046,3.482698050213513e-05
AAPL,2024-10-02,,,,,,226.95989990234375,3.482698050213513e-05,-0.0006163757482497698
AAPL,2024-10-02,,,,,,226.82000732421875,-0.0006163757482497698,0.0018516804311048407
AAPL,2024-10-02,,,,,,227.24000549316406,0.0018516804311048407,-0.001892307358632097
AAPL,2024-10-02,,,,,,226.80999755859375,-0.001892307358632097,-0.008707688664457335
AAPL,2024-10-03,,,,,,224.8350067138672,-0.008707688664457335,0.00017434931363446244
AAPL,2024-10-03,,,,,,224.87420654296875,0.00017434931363446244,0.0008760051667341143
AAPL,2024-10-03,,,,,,225.07119750976562,0.0008760051667341143,-0.005492443322717027
AAPL,2024-10-03,,,,,,223.8350067138672,-0.005492443322717027,2.276871532159345e-05
AAPL,2024-10-03,,,,,,223.84010314941406,2.276871532159345e-05,-0.0006259209105097383
AAPL,2024-10-03,,,,,,223.6999969482422,-0.0006259209105097383,0.008806442769683754
AAPL,2024-10-03,,,,,,225.6699981689453,0.008806442769683754,-0.005138033994231992
AAPL,2024-10-04,,,,,,224.510498046875,-0.005138033994231992,0.00022047749280933456
AAPL,2024-10-04,,,,,,224.55999755859375,0.00022047749280933456,0.0017367269054528564
AAPL,2024-10-04,,,,,,224.9499969482422,0.0017367269054528564,0.0006672625474289228
AAPL,2024-10-04,,,,,,225.10009765625,0.0006672625474289228,-4.4874784438346654e-05
AAPL,2024-10-04,,,,,,225.08999633789062,-4.4874784438346654e-05,0.004443141977852012
AAPL,2024-10-04,,,,,,226.09010314941406,0.004443141977852012,0.0030514189708997904
AAPL,2024-10-04,,,,,,226.77999877929688,0.0030514189708997904,-0.006437919847151045
AAPL,2024-10-07,,,,,,225.32000732421875,-0.006437919847151045,-0.001153483692762274
AAPL,2024-10-07,,,,,,225.0601043701172,-0.001153483692762274,-0.0035550941626039975
AAPL,2024-10-07,,,,,,224.25999450683594,-0.0035550941626039975,-0.002006585923770147
AAPL,2024-10-07,,,,,,223.80999755859375,-0.002006585923770147,-0.0002685508724937638
AAPL,2024-10-07,,,,,,223.74989318847656,-0.0002685508724937638,-0.0052956036321868336
AAPL,2024-10-07,,,,,,222.56500244140625,-0.0052956036321868336,-0.003796649120184944
AAPL,2024-10-07,,,,,,221.72000122070312,-0.003796649120184944,0.014342380742709097
AAPL,2024-10-08,,,,,,224.89999389648438,0.014342380742709097,0.0019119962038248609
AAPL,2024-10-08,,,,,,225.3300018310547,0.0019119962038248609,-0.0022633226942336566
AAPL,2024-10-08,,,,,,224.82000732421875,-0.0022633226942336566,-0.00035584836068132847
AAPL,2024-10-08,,,,,,224.74000549316406,-0.00035584836068132847,0.0008440743124871466
AAPL,2024-10-08,,,,,,224.92970275878906,0.0008440743124871466,0.0015129238579789028
AAPL,2024-10-08,,,,,,225.27000427246094,0.0015129238579789028,0.0022639254990163104
AAPL,2024-10-08,,,,,,225.77999877929688,0.0022639254990163104,0.005846431620849975
